,time,s_user,s_domain,d_user,d_domain,scom,dcom,a_t,logon_type,a_ot,s/f
0,1178838,C10121,DOM1,C10121$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,2778599,U346,DOM1,U346,DOM1,C606,C449,Kerberos,Network,LogOn,"Success
"
0,3447856,U7,DOM1,U7,DOM1,C921,C921,Kerberos,Network,LogOn,"Success
"
0,2978484,C22592,DOM1,C22592$,DOM1,C1798,C22592,Kerberos,Network,LogOn,"Success
"
0,4200404,C17063,DOM1,C17063$,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,347900,U14,DOM1,U14,DOM1,C2022,C2022,NTLM,Network,LogOn,"Success
"
0,2267262,U4431,DOM1,U4431,DOM1,C15584,C586,Kerberos,Network,LogOn,"Success
"
0,1351743,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C7948,C586,NTLM,Network,LogOn,"Success
"
0,1582210,C511,DOM1,C511$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,1083400,C19023,DOM1,U8948,DOM1,C1521,C19023,Negotiate,Unlock,LogOn,"Success
"
0,745183,U8161,DOM1,U8161,DOM1,C17584,C612,Kerberos,Network,LogOn,"Success
"
0,3978357,U497,DOM1,C3953$,DOM1,C3953,C3953,?,?,AuthMap,"Success
"
0,2988267,C14053,DOM1,C14053$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,2099733,C15403,DOM1,C15403$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1698886,C9665,DOM1,C9665$,DOM1,C10370,C10370,?,?,TGT,"Fail
"
0,1150263,C22186,DOM1,C22186$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2607088,C585,DOM1,C585$,DOM1,C585,C586,Kerberos,Network,LogOn,"Success
"
0,671040,C2743,DOM1,C2743$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,3353035,ANONYMOUS LOGON,C457,ANONYMOUS LOGON,C457,C585,C457,NTLM,Network,LogOn,"Success
"
0,2629173,C21093,DOM1,C21093$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,1258955,U22,DOM1,U22,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,3714947,C18359,DOM1,C18359$,DOM1,C18359,C467,Kerberos,Network,LogOn,"Success
"
0,2270955,C16401,DOM1,C16401$,DOM1,C1798,C16401,Kerberos,Network,LogOn,"Success
"
0,4245544,U11152,DOM1,U11152,DOM1,C539,C538,?,?,TGS,"Success
"
0,230918,C17718,DOM1,C17718$,DOM1,C17718,C528,Kerberos,Network,LogOn,"Success
"
0,2786758,C20000,DOM1,C20000$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3579654,C14742,DOM1,C14742$,DOM1,C14742,C586,Kerberos,Network,LogOn,"Success
"
0,4624359,C1982,DOM1,C1982$,DOM1,C1983,C1983,?,?,TGT,"Success
"
0,3857400,NETWORK SERVICE,C19547,NETWORK SERVICE,C19547,C19547,C19547,Negotiate,Service,LogOn,"Success
"
0,2057175,C991,DOM1,C991$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,1610429,C698,DOM1,SYSTEM,C698,C698,C698,Negotiate,NewCredentials,LogOn,"Success
"
0,699405,C113,DOM1,C113$,DOM1,C113,C529,Kerberos,Network,LogOn,"Success
"
0,1155084,C19505,DOM1,C19505$,DOM1,C801,C801,?,Network,LogOff,"Success
"
0,2257671,U9574,DOM1,U9574,DOM1,C20185,C2310,?,?,AuthMap,"Success
"
0,3466270,C1879,DOM1,C1879$,DOM1,C1879,C1879,Kerberos,Network,LogOn,"Success
"
0,1673942,C667,DOM1,C667$,DOM1,C667,C467,Kerberos,Network,LogOn,"Success
"
0,2487453,C16469,DOM1,C16469$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1967510,C7958,DOM1,C7958$,DOM1,C7958,C586,?,?,TGS,"Success
"
0,4268989,C13266,DOM1,C13266$,DOM1,C561,C561,?,Network,LogOff,"Success
"
0,3680650,C16547,DOM1,C16547$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,3947071,C3697,DOM1,C3697$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,1317941,C615,DOM1,C615$,DOM1,C615,C457,Kerberos,Network,LogOn,"Success
"
0,2480110,U1289,DOM1,U1289,DOM1,C17640,C2619,Kerberos,Network,LogOn,"Success
"
0,4878817,C2480,DOM1,C2480$,DOM1,C2480,C2480,Kerberos,Network,LogOn,"Success
"
0,2368736,C2614,DOM1,C2614$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,725170,C16809,DOM1,C16809$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,3155578,U115,DOM1,U115,DOM1,C3034,C3034,?,Network,LogOff,"Success
"
0,1301094,C10995,DOM1,C10995$,DOM1,C10995,C529,Kerberos,Network,LogOn,"Success
"
0,3258770,C8141,DOM1,C8141$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3509499,C1172,DOM1,C1172$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2603880,U159,DOM1,U159,DOM1,C1649,C2162,Kerberos,Network,LogOn,"Success
"
0,980772,U7539,DOM1,U7539,DOM1,C16428,C1015,NTLM,Network,LogOn,"Success
"
0,2989371,U8911,DOM1,U8911,DOM1,C10,C10,?,Network,LogOff,"Success
"
0,584921,U5725,DOM1,U5725,DOM1,C13216,C529,NTLM,Network,LogOn,"Success
"
0,2035137,C1020,DOM1,C1020$,DOM1,C1020,C625,?,?,TGS,"Success
"
0,2823860,U2521,DOM1,U2521,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,3688987,U424,DOM1,U424,DOM1,C1025,C1025,?,Network,LogOff,"Success
"
0,4750351,U9389,DOM1,U9389,DOM1,C4757,C457,?,?,TGS,"Success
"
0,2654164,U7385,DOM1,U7385,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,1199507,U3745,DOM1,U3745,DOM1,C9631,C625,Kerberos,Network,LogOn,"Success
"
0,731944,C14268,DOM1,C14268$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,959790,C3732,DOM1,C3732$,DOM1,C3732,C1065,Kerberos,Network,LogOn,"Success
"
0,3445693,U4816,DOM1,U4816,DOM1,C9613,TGT,?,?,TGS,"Success
"
0,1513623,C21739,DOM1,C21739$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,1789924,C1677,DOM1,C1677$,DOM1,C1677,C2106,Kerberos,Network,LogOn,"Success
"
0,470486,C1065,DOM1,C1065$,DOM1,C1065,C1065,Kerberos,Network,LogOn,"Success
"
0,1866128,C17948,DOM1,C17948$,DOM1,C17948,C467,Kerberos,Network,LogOn,"Success
"
0,887141,C1302,DOM1,C1302$,DOM1,C1302,C1302,?,?,TGT,"Success
"
0,3171499,U4939,DOM1,U4939,DOM1,C12082,C12082,?,Unlock,LogOff,"Success
"
0,500320,C5234,DOM1,C5234$,DOM1,C5234,C5234,Kerberos,Network,LogOn,"Success
"
0,4496323,U5532,DOM1,U5532,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,1526197,U5991,DOM1,U5991,DOM1,C12389,C625,Kerberos,Network,LogOn,"Success
"
0,2244552,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C586,C586,?,Network,LogOff,"Success
"
0,4823071,C467,DOM1,C467$,DOM1,C467,C467,Kerberos,Network,LogOn,"Success
"
0,2239218,C824,DOM1,C824$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,426772,ANONYMOUS LOGON,C625,ANONYMOUS LOGON,C625,C625,C625,?,Network,LogOff,"Success
"
0,3483218,C1818,DOM1,C1818$,DOM1,C1818,C457,Kerberos,Network,LogOn,"Success
"
0,550591,C12249,DOM1,C12249$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,4393358,C3373,DOM1,C3373$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,4240896,C5905,DOM1,C5905$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,4202663,U16,DOM1,U16,DOM1,C490,C490,?,?,TGT,"Fail
"
0,4204815,U6889,DOM1,U6889,DOM1,C15331,C1628,NTLM,Network,LogOn,"Success
"
0,3944523,C25066,DOM1,C25066$,DOM1,C25066,C529,?,?,TGS,"Success
"
0,373998,C3072,DOM1,C3072$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,612244,U2460,DOM1,U2460,DOM1,C7006,C5618,NTLM,Network,LogOn,"Success
"
0,2921554,C5502,DOM1,C5502$,DOM1,C5502,C1065,Kerberos,Network,LogOn,"Success
"
0,4435825,C1743,DOM1,C1743$,DOM1,C1743,C1743,Kerberos,Network,LogOn,"Success
"
0,1993290,C2039,DOM1,C2039$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,124082,C8429,DOM1,C8429$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,2004638,U48,DOM1,U48,DOM1,C419,C419,?,Network,LogOff,"Success
"
0,2359325,C10510,DOM1,C10510$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1728112,C439,DOM1,C439$,DOM1,C439,C467,Kerberos,Network,LogOn,"Success
"
0,2200953,C123,DOM1,C123$,DOM1,C527,C457,Kerberos,Network,LogOn,"Success
"
0,3225379,C2769,DOM1,C2769$,DOM1,C2769,C6167,Kerberos,Network,LogOn,"Fail
"
0,723441,C4305,DOM1,C4305$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3996192,C2129,DOM1,C2129$,DOM1,C2130,C1065,Kerberos,Network,LogOn,"Success
"
0,1111606,C9933,DOM1,C9933$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,3554274,C1946,DOM1,C1946$,DOM1,C1946,C1946,?,Network,LogOff,"Success
"
0,688758,C2003,DOM1,C2003$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,439895,C17508,DOM1,C17508$,DOM1,C17508,TGT,?,?,TGS,"Success
"
0,3575313,C665,DOM1,C665$,DOM1,C665,C528,Kerberos,Network,LogOn,"Success
"
0,2553909,U1908,DOM1,U1908,DOM1,C6012,C612,Kerberos,Network,LogOn,"Success
"
0,4440373,U3,DOM1,U3,DOM1,C419,C419,Kerberos,Network,LogOn,"Success
"
0,4300365,C6144,DOM1,C6144$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3970560,U7138,DOM1,U7138,DOM1,C539,C538,?,?,TGS,"Success
"
0,2132238,C2229,DOM1,C2229$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3391804,C101,DOM1,C101$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,1497252,U7,DOM1,U7,DOM1,C921,C921,Kerberos,Network,LogOn,"Success
"
0,957470,C14012,DOM1,C14012$,DOM1,C14012,C625,Kerberos,Network,LogOn,"Success
"
0,1957226,U49,DOM1,U49,DOM1,C585,C585,?,Network,LogOff,"Success
"
0,4206724,C8301,DOM1,C8301$,DOM1,C8301,C529,Kerberos,Network,LogOn,"Success
"
0,3331465,C2021,DOM1,C2021$,DOM1,C2021,C2021,Kerberos,Network,LogOn,"Success
"
0,4745346,C8823,DOM1,C8823$,DOM1,C8823,C2619,Kerberos,Network,LogOn,"Success
"
0,1673031,U7912,DOM1,U7912,DOM1,C17174,C586,Kerberos,Network,LogOn,"Success
"
0,4190308,U8095,DOM9,U8095,DOM9,C5385,C743,Kerberos,Network,LogOn,"Success
"
0,965212,U7,DOM1,U7,DOM1,C921,C921,Kerberos,Network,LogOn,"Success
"
0,4785499,U400,C832,U399,DOM5,C832,C832,?,?,AuthMap,"Success
"
0,69854,C10772,DOM1,C10772$,DOM1,C10772,C2038,Kerberos,Network,LogOn,"Success
"
0,4899451,C18810,DOM1,C18810$,DOM1,C18810,C586,?,?,TGS,"Success
"
0,724945,U7702,DOM1,U7702,DOM1,C1618,C1618,?,?,TGT,"Success
"
0,3519514,NETWORK SERVICE,C8297,NETWORK SERVICE,C8297,C8297,C8297,Negotiate,Service,LogOn,"Success
"
0,3647044,C2403,DOM1,C2403$,DOM1,C2404,C457,Kerberos,Network,LogOn,"Success
"
0,586852,C1065,DOM1,C1065$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,403468,C12461,DOM1,C12461$,DOM1,C12461,C457,Kerberos,Network,LogOn,"Success
"
0,1821167,C1010,DOM1,C1010$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1647141,C3796,DOM1,C3796$,DOM1,C3796,C586,Kerberos,Network,LogOn,"Success
"
0,1482002,C10150,DOM1,C10150$,DOM1,C10150,C467,Kerberos,Network,LogOn,"Success
"
0,2824496,C20177,DOM1,C20177$,DOM1,C20177,C586,Kerberos,Network,LogOn,"Success
"
0,4250742,U7856,DOM1,U7856,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,3478471,C3241,DOM1,C3241$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4311233,U3846,DOM1,U3846,DOM1,C9935,C467,Kerberos,Network,LogOn,"Success
"
0,3993146,C14878,DOM1,C14878$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,235541,C1197,DOM1,C1197$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,116615,C599,DOM1,C599$,DOM1,C1619,C101,Kerberos,Network,LogOn,"Success
"
0,754786,C1114,DOM1,C1114$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1360291,C1613,DOM1,C1613$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1355460,NETWORK SERVICE,C8333,NETWORK SERVICE,C8333,C8333,C8333,Negotiate,Service,LogOn,"Success
"
0,3178389,C3677,DOM1,C3677$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,834600,U10490,DOM1,U10490,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,2191629,C1984,DOM1,C1984$,DOM1,C1984,TGT,?,?,TGS,"Success
"
0,2621209,U1907,DOM1,U1907,DOM1,C6005,C467,Kerberos,Network,LogOn,"Success
"
0,2448532,C14739,DOM1,C14739$,DOM1,C14739,C529,Kerberos,Network,LogOn,"Success
"
0,4864097,U2886,DOM1,U2886,DOM1,C5618,C5618,?,Network,LogOff,"Success
"
0,4818900,C16366,DOM1,C16366$,DOM1,C16366,C1065,Kerberos,Network,LogOn,"Success
"
0,2240530,C8232,DOM1,C8232$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3341224,C2841,DOM1,C2841$,DOM1,C2841,C2841,?,Network,LogOff,"Success
"
0,3650436,U579,DOM1,U579,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,4789347,C13358,DOM1,C13358$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2806166,U346,DOM1,U346,DOM1,C606,C423,Kerberos,Network,LogOn,"Success
"
0,3592109,U1314,DOM1,U1314,DOM1,C1888,C1888,?,Network,LogOff,"Success
"
0,4776284,C1819,DOM1,C1819$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,2446815,C743,DOM1,C743$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2173663,U608,DOM1,U608,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3575917,C2934,DOM1,C2934$,DOM1,C2934,C457,?,?,TGS,"Success
"
0,660875,C1114,DOM1,C1114$,DOM1,C1115,C457,Kerberos,Network,LogOn,"Success
"
0,2043132,U3677,DOM1,U3677,DOM1,C21349,C625,Kerberos,Network,LogOn,"Success
"
0,3273015,C2203,DOM1,C2203$,DOM1,C2203,C2106,Kerberos,Network,LogOn,"Success
"
0,202795,U3873,DOM1,U3873,DOM1,C9871,C586,?,?,TGS,"Success
"
0,519040,U75,DOM1,U53,DOM1,C1710,C1710,?,?,AuthMap,"Success
"
0,2831877,C1992,DOM1,C1992$,DOM1,C1992,C1992,Kerberos,Network,LogOn,"Success
"
0,4876910,U1203,DOM1,U1203,DOM1,C2090,C586,Kerberos,Network,LogOn,"Success
"
0,3460441,C23680,DOM1,C23680$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,1265117,U34,DOM1,U34,DOM1,C921,C921,?,Network,LogOff,"Success
"
0,1074615,C16814,DOM1,C16814$,DOM1,C3173,C3173,?,Network,LogOff,"Success
"
0,5004374,U2550,DOM1,U2550,DOM1,C5618,C5618,?,Network,LogOff,"Success
"
0,2631933,U4060,DOM1,U4060,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,3750200,U4280,DOM1,U4280,DOM1,C10599,C10599,?,Unlock,LogOff,"Success
"
0,3655664,C6440,DOM1,C6440$,DOM1,C585,C585,?,Network,LogOff,"Success
"
0,4035602,U3,DOM1,U3,DOM1,C419,C419,?,Network,LogOff,"Success
"
0,1793290,C435,DOM1,C435$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,4796800,U1323,DOM1,U1323,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,4815932,NETWORK SERVICE,C2540,NETWORK SERVICE,C2540,C2540,C2540,Negotiate,Service,LogOn,"Success
"
0,904398,C2397,DOM1,C2397$,DOM1,C2398,C457,Kerberos,Network,LogOn,"Success
"
0,460684,C123,DOM1,C123$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,1939558,C1708,DOM1,C1708$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,1967727,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C10063,C586,NTLM,Network,LogOn,"Success
"
0,3742948,U9093,DOM1,U9093,DOM1,C25913,C2327,?,?,TGS,"Success
"
0,4454784,U1956,DOM1,U1956,DOM1,C6113,C457,?,?,TGS,"Success
"
0,4969472,C16243,DOM1,C16243$,DOM1,C16243,C3173,Kerberos,Network,LogOn,"Success
"
0,793179,C18359,DOM1,C18359$,DOM1,C18359,C2106,Kerberos,Network,LogOn,"Success
"
0,2715084,U90,DOM1,U90,DOM1,C1785,TGT,?,?,TGS,"Success
"
0,4562928,C19741,DOM1,C19741$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,972961,C4622,DOM1,C4622$,DOM1,C4622,C528,Kerberos,Network,LogOn,"Success
"
0,2491137,C2704,DOM1,C2704$,DOM1,C2704,C457,NTLM,Network,LogOn,"Success
"
0,1839380,C698,DOM1,C698$,DOM1,C698,C2106,Kerberos,Network,LogOn,"Success
"
0,4625925,U9478,DOM1,U9478,DOM1,C19990,C2327,?,?,TGS,"Success
"
0,2260926,C2232,DOM1,C2232$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,292553,C2411,DOM1,C2411$,DOM1,C2412,C457,?,?,TGS,"Success
"
0,1965373,U8851,DOM1,U8851,DOM1,C18852,C2327,?,?,TGS,"Success
"
0,2657667,U7502,DOM1,U7502,DOM1,C21628,C529,Kerberos,Network,LogOn,"Success
"
0,2391387,C15855,DOM1,C15855$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1136416,C4640,DOM1,C4640$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,1969040,U9965,DOM1,U9965,DOM1,C21006,C1015,Kerberos,Network,LogOn,"Success
"
0,1261635,U4858,DOM1,U4858,DOM1,C1856,C612,?,?,TGS,"Success
"
0,4591477,C14125,DOM1,C14125$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,886945,U7539,DOM1,U7539,DOM1,C16428,C1015,NTLM,Network,LogOn,"Success
"
0,216977,U2350,DOM1,U2350,DOM1,C6863,C1065,?,?,TGS,"Success
"
0,509990,C15696,DOM1,C15696$,DOM1,C15696,C467,?,?,TGS,"Success
"
0,4377949,C711,DOM1,C711$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4157927,C9613,DOM1,C9613$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2071303,C2100,DOM1,C2100$,DOM1,C2101,C529,?,?,TGS,"Success
"
0,585650,C2096,DOM1,C2096$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,5011158,U8317,DOM1,U8317,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,2025382,C13811,DOM1,C13811$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,4668386,U22,DOM1,U22,DOM1,C849,C528,Kerberos,Network,LogOn,"Success
"
0,1018295,C2390,DOM1,C2390$,DOM1,C2390,C625,Kerberos,Network,LogOn,"Success
"
0,4719304,C19391,DOM1,C19391$,DOM1,C19391,C19391,?,Network,LogOff,"Success
"
0,1185618,C625,DOM1,C625$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,2910538,NETWORK SERVICE,C18937,NETWORK SERVICE,C18937,C18937,C18937,Negotiate,Service,LogOn,"Success
"
0,3134509,C15873,DOM1,C15873$,DOM1,C15873,C1640,?,?,TGS,"Success
"
0,4412720,C2369,DOM1,C2369$,DOM1,C2369,C2369,?,Network,LogOff,"Success
"
0,4258212,U788,DOM1,U788,DOM1,C17,C743,?,?,TGS,"Success
"
0,752796,C439,DOM1,C439$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,5007080,U1729,DOM1,U1729,DOM1,C5847,C801,Kerberos,Network,LogOn,"Success
"
0,1848801,U7615,DOM1,U7615,DOM1,C16598,C586,Kerberos,Network,LogOn,"Success
"
0,610935,U9557,DOM1,U9557,DOM1,C20155,C2327,?,?,TGS,"Success
"
0,727441,C698,DOM1,SYSTEM,C698,C698,C698,Negotiate,NewCredentials,LogOn,"Success
"
0,1842133,C9857,DOM1,C9857$,DOM1,C9857,C529,Kerberos,Network,LogOn,"Success
"
0,259886,U129,DOM1,U129,DOM1,C419,C419,?,Network,LogOff,"Success
"
0,1855427,U7727,DOM1,U7727,DOM1,C16704,C529,?,?,TGS,"Success
"
0,4783650,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C586,C586,?,Network,LogOff,"Success
"
0,3768316,U1429,DOM1,U1429,DOM1,C1051,C2327,?,?,TGS,"Success
"
0,2044101,C599,DOM1,C599$,DOM1,C1619,C988,Kerberos,Network,LogOn,"Success
"
0,680150,U264,DOM1,U264,DOM1,C3235,C528,Kerberos,Network,LogOn,"Success
"
0,1200242,C4386,DOM1,C4386$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,1801715,C1750,DOM1,C1750$,DOM1,C1750,C1750,Kerberos,Network,LogOn,"Success
"
0,4625495,C1766,DOM1,C1766$,DOM1,C1968,C553,Kerberos,Network,LogOn,"Success
"
0,1802439,C1591,DOM1,C1591$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4236559,NETWORK SERVICE,C14313,NETWORK SERVICE,C14313,C14313,C14313,Negotiate,Service,LogOn,"Success
"
0,4308082,C2314,DOM1,C2314$,DOM1,C2314,C2314,Kerberos,Network,LogOn,"Success
"
0,3336620,C2892,DOM1,C2892$,DOM1,C2892,C2892,?,Network,LogOff,"Success
"
0,44443,C10798,DOM1,C10798$,DOM1,C2855,C2855,?,Network,LogOff,"Success
"
0,1626730,U63,DOM1,U63,DOM1,C1581,C1581,Kerberos,Network,LogOn,"Success
"
0,4725900,C3116,DOM1,C3116$,DOM1,C3116,C3116,Kerberos,Network,LogOn,"Success
"
0,644242,C11920,DOM1,C11920$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,8801,C1126,DOM1,C1126$,DOM1,C1126,C586,Kerberos,Network,LogOn,"Success
"
0,701511,U5381,DOM1,U5381,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,2041827,C4237,DOM1,C4237$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,3326899,C538,DOM1,C538$,DOM1,C1085,C1085,?,Network,LogOff,"Success
"
0,3340246,C15958,DOM1,C15958$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,4733378,C1982,DOM1,C1982$,DOM1,C1983,C1065,?,?,TGS,"Success
"
0,2488954,C6717,DOM1,C6717$,DOM1,C6717,C467,Kerberos,Network,LogOn,"Success
"
0,3487836,U3695,DOM1,U3695,DOM1,C10,C10,?,Network,LogOff,"Success
"
0,2019997,U4335,DOM1,U4335,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1366098,C7683,DOM1,C7683$,DOM1,C7683,C586,Kerberos,Network,LogOn,"Success
"
0,3109348,C5301,DOM1,C5301$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,874739,C15987,DOM1,C15987$,DOM1,C15987,C457,Kerberos,Network,LogOn,"Success
"
0,4158727,NETWORK SERVICE,C5082,NETWORK SERVICE,C5082,C5082,C5082,Negotiate,Service,LogOn,"Success
"
0,4346553,C14850,DOM1,C14850$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2013363,C599,DOM1,C599$,DOM1,C1619,C1085,Kerberos,Network,LogOn,"Success
"
0,4021817,U5083,DOM1,U5083,DOM1,C12249,C457,Kerberos,Network,LogOn,"Success
"
0,4979106,C20355,DOM1,C20355$,DOM1,C20355,C20355,?,?,TGS,"Success
"
0,2687675,C1611,DOM1,C1611$,DOM1,C1611,C586,Kerberos,Network,LogOn,"Success
"
0,1460798,C101,DOM1,C101$,DOM1,C101,C988,Kerberos,Network,LogOn,"Success
"
0,3187821,C2166,DOM1,C2166$,DOM1,C2166,C586,NTLM,Network,LogOn,"Success
"
0,1756389,C457,DOM1,C457$,DOM1,C457,C457,Kerberos,Network,LogOn,"Success
"
0,313794,U34,DOM1,U34,DOM1,C606,C1183,Kerberos,Network,LogOn,"Success
"
0,3693444,U7009,DOM1,U7009,DOM1,C5618,C5618,?,Network,LogOff,"Success
"
0,752018,U4962,DOM1,U4962,DOM1,C11877,C1065,Kerberos,Network,LogOn,"Success
"
0,1395723,C13744,DOM1,C13744$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4980366,C3256,DOM1,C3256$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2480436,C291,DOM1,C291$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,172080,U48,DOM1,U48,DOM1,C419,C419,?,Network,LogOff,"Success
"
0,4157528,NETWORK SERVICE,C25099,NETWORK SERVICE,C25099,C25099,C25099,Negotiate,Service,LogOn,"Success
"
0,4221741,U6013,DOM1,U6013,DOM1,C13791,C92,Kerberos,Network,LogOn,"Success
"
0,2968508,C10121,DOM1,C10121$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,927811,U6220,DOM1,U6220,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,3403604,C4028,DOM1,C4028$,DOM1,C4028,C4028,?,Network,LogOff,"Success
"
0,3871088,U9782,DOM1,U9782,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,1873526,U10886,DOM1,U10886,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,827926,C6773,DOM1,C6773$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,4707749,NETWORK SERVICE,C3772,NETWORK SERVICE,C3772,C3772,C3772,Negotiate,Service,LogOn,"Success
"
0,572885,C467,DOM1,C467$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,4820751,U157,DOM1,U157,DOM1,C18,C2162,Kerberos,Network,LogOn,"Success
"
0,3604067,NETWORK SERVICE,C20557,NETWORK SERVICE,C20557,C20557,C20557,Negotiate,Service,LogOn,"Success
"
0,985780,C22298,DOM1,C22298$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,4842319,C9776,DOM1,C9776$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,3119317,C16993,DOM1,C16993$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2817233,C19031,DOM1,C19031$,DOM1,C19031,C1015,Kerberos,Network,LogOn,"Success
"
0,4444184,C8806,DOM1,C8806$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,4697104,C599,DOM1,C599$,DOM1,C101,C101,?,Network,LogOff,"Success
"
0,3621926,C101,DOM1,C101$,DOM1,C101,C457,Kerberos,Network,LogOn,"Success
"
0,925386,C1794,DOM1,C1794$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4441445,C2807,DOM1,C2807$,DOM1,C2807,C2807,?,Network,LogOff,"Success
"
